"symbol","date","open","high","low","close","volume","adjusted"
"ORLY",2020-12-28,464.869995,467.769989,456.890015,457.059998,596700,457.059998
"ORLY",2020-12-29,457.970001,460.200012,451.359985,452.579987,426500,452.579987
"ORLY",2020-12-30,452.670013,458.640015,451.25,451.799988,252900,451.799988
"ORLY",2020-12-31,450.649994,453.450012,446.549988,452.570007,361800,452.570007
"ORLY",2021-01-04,454.220001,461.98999,449.619995,453.970001,594800,453.970001
"ORLY",2021-01-05,452.470001,455.51001,445.589996,451.279999,397300,451.279999
"ORLY",2021-01-06,449.160004,467.440002,446.98999,465.179993,661600,465.179993
"ORLY",2021-01-07,463.790009,472.5,460.76001,469.899994,494800,469.899994
"ORLY",2021-01-08,470.269989,480.940002,469.959991,477.920013,786900,477.920013
"ORLY",2021-01-11,474.529999,486.100006,474.529999,483.829987,537400,483.829987
"ORLY",2021-01-12,482.480011,496.609985,482.480011,495.399994,659700,495.399994
"ORLY",2021-01-13,492.73999,494.470001,482.25,482.809998,420100,482.809998
"ORLY",2021-01-14,483.359985,485.5,470.880005,471.5,562900,471.5
"ORLY",2021-01-15,467.769989,473.959991,461.75,466.690002,1264700,466.690002
"ORLY",2021-01-19,463.809998,467.769989,457.179993,463.940002,538500,463.940002
"ORLY",2021-01-20,463.850006,468.029999,458.920013,466.190002,448500,466.190002
"ORLY",2021-01-21,466.640015,473.549988,465.579987,471.01001,394200,471.01001
"ORLY",2021-01-22,471.089996,471.230011,456.959991,457.309998,495400,457.309998
"ORLY",2021-01-25,456.100006,456.299988,445.029999,449.950012,795300,449.950012
"ORLY",2021-01-26,452.929993,455.040009,445.269989,454.5,630700,454.5
"ORLY",2021-01-27,450.529999,450.600006,428,428.369995,1529500,428.369995
"ORLY",2021-01-28,433.519989,440.890015,428.390015,432.329987,840900,432.329987
"ORLY",2021-01-29,427.850006,434.019989,424.029999,425.470001,878200,425.470001
"ORLY",2021-02-01,428.299988,441.839996,425.48999,436.540009,803800,436.540009
"ORLY",2021-02-02,437.679993,453.589996,437.679993,444.970001,780900,444.970001
"ORLY",2021-02-03,445.01001,447.970001,441.369995,442.480011,588900,442.480011
"ORLY",2021-02-04,442.920013,453.5,442.459991,451.839996,560300,451.839996
"ORLY",2021-02-05,453.350006,458.690002,445.809998,448.290009,616600,448.290009
"ORLY",2021-02-08,452.299988,457,451.059998,452.5,486600,452.5
"ORLY",2021-02-09,451.019989,454.980011,449.690002,453.269989,509700,453.269989
"ORLY",2021-02-10,456.670013,457.75,447.399994,456.470001,730100,456.470001
"ORLY",2021-02-11,455.779999,459,430,433.160004,1276300,433.160004
"ORLY",2021-02-12,432.220001,436.859985,428.790009,433.049988,608000,433.049988
"ORLY",2021-02-16,432.839996,443.640015,432.839996,442.779999,776300,442.779999
"ORLY",2021-02-17,441.929993,448.769989,440.220001,447.459991,630800,447.459991
"ORLY",2021-02-18,442.26001,459.549988,442.209991,458.519989,734700,458.519989
"ORLY",2021-02-19,460,464.570007,452.850006,460.410004,686500,460.410004
"ORLY",2021-02-22,458.869995,460.149994,455,456.670013,490300,456.670013
"ORLY",2021-02-23,456.959991,463.73999,446.690002,453.970001,846900,453.970001
"ORLY",2021-02-24,453.200012,458.26001,452.070007,455.869995,544900,455.869995
"ORLY",2021-02-25,453.779999,457.519989,443.559998,445.890015,869400,445.890015
"ORLY",2021-02-26,449.200012,452.549988,446.190002,447.329987,745200,447.329987
"ORLY",2021-03-01,450.100006,455.230011,449.380005,451.230011,636700,451.230011
"ORLY",2021-03-02,450.450012,452.75,446.559998,451.359985,695400,451.359985
"ORLY",2021-03-03,448.980011,458.369995,448.480011,454.5,723100,454.5
"ORLY",2021-03-04,454.970001,459.959991,448.160004,450.26001,789800,450.26001
"ORLY",2021-03-05,450,467.230011,447.450012,465.850006,748600,465.850006
"ORLY",2021-03-08,469.730011,480.440002,466.5,472.899994,680900,472.899994
"ORLY",2021-03-09,472.970001,479.910004,464.459991,464.920013,611100,464.920013
"ORLY",2021-03-10,470.660004,476.109985,463.410004,473.899994,427200,473.899994
"ORLY",2021-03-11,473.769989,477.529999,472.269989,474.350006,382000,474.350006
"ORLY",2021-03-12,474.230011,483.98999,473.23999,482.640015,391900,482.640015
"ORLY",2021-03-15,483.429993,486.299988,477.26001,484.309998,363500,484.309998
"ORLY",2021-03-16,484.200012,485.059998,480.390015,483.920013,347500,483.920013
"ORLY",2021-03-17,486.5,486.820007,480.859985,482.980011,446400,482.980011
"ORLY",2021-03-18,477.01001,484.929993,477.01001,482.179993,457500,482.179993
"ORLY",2021-03-19,482.279999,492.390015,480.380005,488.100006,1296200,488.100006
"ORLY",2021-03-22,488.890015,493.390015,484.76001,490.839996,686400,490.839996
"ORLY",2021-03-23,493.029999,495.779999,484.799988,485.290009,505500,485.290009
"ORLY",2021-03-24,484.799988,493,484.799988,488.859985,465300,488.859985
"ORLY",2021-03-25,488.230011,498.279999,484.540009,496.980011,472300,496.980011
"ORLY",2021-03-26,498.829987,507.269989,494.149994,506.73999,622800,506.73999
"ORLY",2021-03-29,507.790009,509.440002,504.980011,508.029999,509700,508.029999
"ORLY",2021-03-30,507.920013,512.23999,504.049988,509.130005,518900,509.130005
"ORLY",2021-03-31,509.130005,511.440002,505.359985,507.25,672400,507.25
"ORLY",2021-04-01,509.609985,510,504.119995,507.820007,362200,507.820007
"ORLY",2021-04-05,511,512.880005,508,509.109985,597000,509.109985
"ORLY",2021-04-06,507.519989,516.919983,506.51001,514.26001,440900,514.26001
"ORLY",2021-04-07,513.960022,516.289978,510.070007,512.640015,261000,512.640015
"ORLY",2021-04-08,515.22998,515.22998,507.48999,508.220001,361000,508.220001
"ORLY",2021-04-09,508.920013,517.47998,506.869995,516.710022,423000,516.710022
"ORLY",2021-04-12,519.169983,521.27002,514.570007,519.570007,527000,519.570007
"ORLY",2021-04-13,518.799988,518.890015,512.659973,515.390015,367100,515.390015
"ORLY",2021-04-14,516.090027,519.02002,512.590027,517.690002,359100,517.690002
"ORLY",2021-04-15,520,525.309998,510.700012,521.98999,504400,521.98999
"ORLY",2021-04-16,522.140015,534,520.929993,530.52002,995200,530.52002
"ORLY",2021-04-19,534.590027,539.820007,531.340027,533.77002,521000,533.77002
"ORLY",2021-04-20,537.97998,539.820007,531.679993,536.27002,509400,536.27002
"ORLY",2021-04-21,536.130005,538.299988,532.859985,533.26001,371700,533.26001
"ORLY",2021-04-22,533.26001,534.22998,526.97998,529.580017,380800,529.580017
"ORLY",2021-04-23,531.030029,536.719971,525.900024,532.609985,323900,532.609985
"ORLY",2021-04-26,530.830017,531.72998,524.469971,526.190002,288000,526.190002
"ORLY",2021-04-27,528.710022,534.650024,527.75,532.650024,361700,532.650024
"ORLY",2021-04-28,533.48999,536.429993,527.190002,528.950012,482300,528.950012
"ORLY",2021-04-29,532.25,547.559998,530.22998,547.169983,794700,547.169983
"ORLY",2021-04-30,543.940002,553.429993,543.02002,552.880005,668100,552.880005
"ORLY",2021-05-03,555.099976,561.97998,554.210022,554.960022,546400,554.960022
"ORLY",2021-05-04,553.530029,560,551.349976,559.880005,570100,559.880005
"ORLY",2021-05-05,559.719971,561.890015,551.539978,560.090027,560800,560.090027
"ORLY",2021-05-06,562.900024,564,557.76001,561.219971,452100,561.219971
"ORLY",2021-05-07,557.599976,563.72998,557.099976,562.320007,471300,562.320007
"ORLY",2021-05-10,564,568.630005,562.330017,562.469971,485800,562.469971
"ORLY",2021-05-11,561.48999,564,549.98999,559.830017,546000,559.830017
"ORLY",2021-05-12,558.590027,561.47998,546.799988,548.280029,531200,548.280029
"ORLY",2021-05-13,549.01001,558,548.169983,554.419983,514200,554.419983
"ORLY",2021-05-14,556.97998,557.289978,549.700012,553.330017,636600,553.330017
"ORLY",2021-05-17,557.22998,559.190002,550.609985,553.159973,446200,553.159973
"ORLY",2021-05-18,556,556.919983,546.650024,548.070007,451000,548.070007
"ORLY",2021-05-19,544,544.960022,536.650024,542.469971,424000,542.469971
"ORLY",2021-05-20,542.190002,550.98999,542.190002,546.52002,343000,546.52002
"ORLY",2021-05-21,547.73999,551.580017,541.76001,544.200012,606500,544.200012
"ORLY",2021-05-24,545.960022,547.969971,536.469971,536.880005,318100,536.880005
"ORLY",2021-05-25,536.880005,538.140015,531,534.799988,520200,534.799988
"ORLY",2021-05-26,535.609985,535.609985,529.900024,531.219971,461900,531.219971
"ORLY",2021-05-27,533.039978,533.650024,527.460022,529.099976,617600,529.099976
"ORLY",2021-05-28,529.679993,539.619995,529.169983,535.119995,595600,535.119995
"ORLY",2021-06-01,537.049988,541.289978,533.539978,537.650024,397400,537.650024
"ORLY",2021-06-02,540.669983,540.669983,532.940002,533.609985,447000,533.609985
"ORLY",2021-06-03,532.26001,533.159973,526.650024,528.299988,377500,528.299988
"ORLY",2021-06-04,528.72998,529.460022,521.940002,526.590027,324100,526.590027
"ORLY",2021-06-07,524.039978,528.23999,519.320007,525.440002,474000,525.440002
"ORLY",2021-06-08,525,531.109985,523,529.059998,495700,529.059998
"ORLY",2021-06-09,530.840027,532.159973,526.179993,527.97998,345000,527.97998
"ORLY",2021-06-10,527.440002,530.830017,526.080017,527.73999,324500,527.73999
"ORLY",2021-06-11,529.580017,535.390015,528,534.76001,448400,534.76001
"ORLY",2021-06-14,534.030029,534.26001,526.900024,532.419983,389200,532.419983
"ORLY",2021-06-15,533.909973,537.070007,529.130005,535.070007,395900,535.070007
"ORLY",2021-06-16,537.200012,537.200012,531.640015,534.47998,444700,534.47998
"ORLY",2021-06-17,535.169983,538.27002,530.960022,537.539978,620000,537.539978
"ORLY",2021-06-18,536.460022,541.580017,531.909973,537.090027,861500,537.090027
"ORLY",2021-06-21,539.799988,549.369995,537.919983,547,404900,547
"ORLY",2021-06-22,545.849976,554.26001,545.179993,551.650024,390700,551.650024
"ORLY",2021-06-23,551.76001,554.159973,546.159973,549.849976,352200,549.849976
"ORLY",2021-06-24,548.159973,552.169983,547.590027,549.619995,454000,549.619995
"ORLY",2021-06-25,550.809998,560.559998,550.77002,557.159973,1639100,557.159973
"ORLY",2021-06-28,558.799988,563.070007,554.380005,561.570007,372100,561.570007
"ORLY",2021-06-29,560.400024,567.679993,560.400024,564.969971,309100,564.969971
"ORLY",2021-06-30,568.369995,569.469971,564.98999,566.210022,300700,566.210022
"ORLY",2021-07-01,566.919983,577,566.390015,575.380005,351500,575.380005
"ORLY",2021-07-02,576.719971,582.789978,573.400024,581.880005,275200,581.880005
"ORLY",2021-07-06,582.340027,582.580017,576.049988,580.179993,427300,580.179993
"ORLY",2021-07-07,580.809998,587.280029,577.75,585.099976,451100,585.099976
"ORLY",2021-07-08,582.97998,585.130005,576.289978,581.530029,303500,581.530029
"ORLY",2021-07-09,584.549988,592.119995,583.27002,591.650024,277300,591.650024
"ORLY",2021-07-12,590.830017,593.419983,585.799988,591.51001,374900,591.51001
"ORLY",2021-07-13,592.140015,594.669983,587.789978,589.5,287500,589.5
"ORLY",2021-07-14,591.150024,595.77002,590.01001,595.039978,242300,595.039978
"ORLY",2021-07-15,594.5,598.030029,592.619995,597.460022,344900,597.460022
"ORLY",2021-07-16,596.97998,602.409973,596.039978,601.299988,348700,601.299988
"ORLY",2021-07-19,598.809998,602.609985,590.599976,594.450012,378900,594.450012
"ORLY",2021-07-20,596,612.599976,596,607.380005,543400,607.380005
"ORLY",2021-07-21,607.659973,608.75,602.169983,604.390015,319600,604.390015
"ORLY",2021-07-22,606.26001,610.599976,603.330017,609.039978,227600,609.039978
"ORLY",2021-07-23,610.72998,621.669983,610.690002,620.919983,276500,620.919983
"ORLY",2021-07-26,619.630005,621.72998,615.080017,619.559998,346100,619.559998
"ORLY",2021-07-27,614.219971,620.780029,611.76001,616.469971,354600,616.469971
"ORLY",2021-07-28,616.650024,619.97998,609.140015,609.590027,450900,609.590027
"ORLY",2021-07-29,590,597.890015,579,596.320007,667500,596.320007
"ORLY",2021-07-30,597,606.340027,596.700012,603.840027,495500,603.840027
"ORLY",2021-08-02,604.549988,606.669983,597.700012,601.130005,577900,601.130005
"ORLY",2021-08-03,602.98999,617.299988,602.98999,612.5,500200,612.5
"ORLY",2021-08-04,611.340027,613.419983,602.830017,605.830017,271100,605.830017
"ORLY",2021-08-05,606.679993,611.77002,601.469971,605.150024,290400,605.150024
"ORLY",2021-08-06,603.469971,608.900024,600,603.450012,414900,603.450012
"ORLY",2021-08-09,601.859985,602.150024,595.609985,598.599976,325800,598.599976
"ORLY",2021-08-10,596.179993,603.289978,593.539978,600.650024,464700,600.650024
"ORLY",2021-08-11,601.26001,608.859985,600.169983,601.179993,437800,601.179993
"ORLY",2021-08-12,603.289978,603.289978,594.179993,596.929993,418200,596.929993
"ORLY",2021-08-13,596.030029,599.52002,593.590027,594.030029,260500,594.030029
"ORLY",2021-08-16,592.909973,604.369995,592.909973,603.900024,350200,603.900024
"ORLY",2021-08-17,602.280029,603.409973,590.820007,599.77002,364300,599.77002
"ORLY",2021-08-18,598.369995,605.469971,598.080017,598.840027,317800,598.840027
"ORLY",2021-08-19,598.169983,603.049988,596.580017,602.130005,290300,602.130005
"ORLY",2021-08-20,604.619995,608.219971,602.559998,606.409973,295900,606.409973
"ORLY",2021-08-23,604.869995,607.22998,600.73999,602.599976,359900,602.599976
"ORLY",2021-08-24,600.690002,604.330017,598.309998,599.400024,329000,599.400024
"ORLY",2021-08-25,602.01001,608.320007,600.789978,607.070007,356900,607.070007
"ORLY",2021-08-26,606.150024,607.669983,600.030029,600.280029,269800,600.280029
"ORLY",2021-08-27,594.030029,599.299988,591.640015,591.909973,378100,591.909973
"ORLY",2021-08-30,593.580017,599.73999,593.23999,596.650024,376700,596.650024
"ORLY",2021-08-31,596.840027,596.840027,590.070007,594.080017,526900,594.080017
"ORLY",2021-09-01,596,599.299988,589.440002,592.539978,430200,592.539978
"ORLY",2021-09-02,593.390015,596.130005,574.51001,578.820007,815300,578.820007
"ORLY",2021-09-03,578.820007,585.869995,573.929993,584.799988,480200,584.799988
"ORLY",2021-09-07,582.869995,586.059998,579.340027,580.659973,352100,580.659973
"ORLY",2021-09-08,582.26001,591.419983,579.090027,591.400024,412100,591.400024
"ORLY",2021-09-09,592.049988,595.48999,590.5,592.159973,362900,592.159973
"ORLY",2021-09-10,593.349976,598.570007,589.5,592.359985,382800,592.359985
"ORLY",2021-09-13,594.26001,596.669983,583.75,587.380005,377300,587.380005
"ORLY",2021-09-14,587.719971,591.609985,586,590.849976,334600,590.849976
"ORLY",2021-09-15,590.789978,603.369995,589.809998,600.919983,395400,600.919983
"ORLY",2021-09-16,603.179993,609.960022,603.179993,606.880005,297800,606.880005
"ORLY",2021-09-17,600.73999,607.299988,597.599976,599.340027,973300,599.340027
"ORLY",2021-09-20,595.440002,600,592.219971,599.01001,596400,599.01001
"ORLY",2021-09-21,602.200012,610.549988,601.849976,607.219971,392300,607.219971
"ORLY",2021-09-22,612.22998,622.97998,607.590027,620.26001,503600,620.26001
"ORLY",2021-09-23,621.51001,629.400024,621.51001,626.330017,410200,626.330017
"ORLY",2021-09-24,622.530029,627.190002,620,625.539978,291700,625.539978
"ORLY",2021-09-27,624.219971,624.460022,616.72998,623.679993,361800,623.679993
"ORLY",2021-09-28,623.080017,624.130005,609.940002,613.059998,464200,613.059998
"ORLY",2021-09-29,614.659973,628.429993,613.869995,626,305400,626
"ORLY",2021-09-30,625.849976,625.849976,608.359985,611.059998,459800,611.059998
"ORLY",2021-10-01,612.820007,614.700012,599.859985,604.440002,338700,604.440002
"ORLY",2021-10-04,603.960022,609.460022,594.200012,598.280029,598200,598.280029
"ORLY",2021-10-05,599.98999,611.609985,595.780029,607.619995,572700,607.619995
"ORLY",2021-10-06,604.97998,614.280029,602.01001,612.929993,475400,612.929993
"ORLY",2021-10-07,617.799988,619.289978,611.030029,611.820007,419000,611.820007
"ORLY",2021-10-08,611.789978,615.599976,607.219971,610.25,465600,610.25
"ORLY",2021-10-11,609.960022,613.070007,604.97998,605.219971,268400,605.219971
"ORLY",2021-10-12,608.809998,612,604.330017,608.919983,210000,608.919983
"ORLY",2021-10-13,609.700012,612.98999,601.72998,612.340027,266300,612.340027
"ORLY",2021-10-14,612.52002,625.469971,611.950012,625.130005,288600,625.130005
"ORLY",2021-10-15,628.349976,633.119995,628,628.98999,349700,628.98999
"ORLY",2021-10-18,629.169983,640.26001,629.169983,638.330017,478200,638.330017
"ORLY",2021-10-19,639.900024,641.190002,632.539978,638.23999,344100,638.23999
"ORLY",2021-10-20,642.559998,648.440002,639.659973,644.409973,328900,644.409973
"ORLY",2021-10-21,647.919983,663.780029,643.799988,663.25,321700,663.25
"ORLY",2021-10-22,664.52002,669.090027,659.909973,663.570007,281800,663.570007
"ORLY",2021-10-25,664.73999,666.51001,659.419983,661.340027,409500,661.340027
"ORLY",2021-10-26,662.530029,663.719971,657.130005,658.349976,312500,658.349976
"ORLY",2021-10-27,658.090027,658.419983,647.099976,650.950012,620600,650.950012
"ORLY",2021-10-28,644,645.320007,613.280029,624.799988,951400,624.799988
"ORLY",2021-10-29,624.309998,632.369995,618.26001,622.320007,552300,622.320007
"ORLY",2021-11-01,622.330017,625.440002,615.919983,619.72998,535700,619.72998
"ORLY",2021-11-02,621.929993,628.950012,617.659973,621.099976,592300,621.099976
"ORLY",2021-11-03,622.75,624.940002,614.01001,621.570007,436100,621.570007
"ORLY",2021-11-04,620.830017,636.330017,620.830017,633.869995,532400,633.869995
"ORLY",2021-11-05,637,639.659973,631.159973,638.080017,311900,638.080017
"ORLY",2021-11-08,637.630005,640.619995,630.919983,635.159973,238800,635.159973
"ORLY",2021-11-09,636.840027,647.549988,635.5,643.450012,291800,643.450012
"ORLY",2021-11-10,642.789978,649.039978,642.789978,647.969971,267500,647.969971
"ORLY",2021-11-11,649.23999,652.830017,644.429993,645.090027,240100,645.090027
"ORLY",2021-11-12,649.909973,654.72998,645.429993,648.97998,254900,648.97998
"ORLY",2021-11-15,649.030029,656.789978,648.23999,649.76001,236900,649.76001
"ORLY",2021-11-16,648.679993,659.52002,645.619995,652,431400,652
"ORLY",2021-11-17,653.919983,657.710022,639.580017,640.969971,377500,640.969971
"ORLY",2021-11-18,642.359985,649.299988,638.530029,645.950012,332100,645.950012
"ORLY",2021-11-19,648.849976,648.849976,634.900024,636.169983,367000,636.169983
"ORLY",2021-11-22,638,646.559998,636.890015,640.169983,411900,640.169983
"ORLY",2021-11-23,639.190002,653.359985,636.590027,651.309998,286000,651.309998
"ORLY",2021-11-24,647.75,649.349976,642.530029,646.51001,303100,646.51001
"ORLY",2021-11-26,640.419983,643,632.630005,635.72998,255800,635.72998
"ORLY",2021-11-29,641.369995,647.880005,634.650024,644.150024,315800,644.150024
"ORLY",2021-11-30,641.869995,651.820007,633.340027,638.159973,690000,638.159973
"ORLY",2021-12-01,642.409973,652.429993,636.26001,636.73999,454300,636.73999
"ORLY",2021-12-02,637.809998,663.409973,637.809998,657.349976,560900,657.349976
"ORLY",2021-12-03,661.97998,668.48999,655.419983,659.179993,467100,659.179993
